name,melakarta,parent,cakram,alternate_names,arohanam,avarohanam,anya_svarams
kaLyANavasantam,,21,,,"S,G2,M1,D1,N3,Ṡ","Ṡ,N3,D1,P,M1,G2,R2,S",
kamalAmanOhari,,27,,,"S,G3,M1,P,N3,Ṡ","Ṡ,N3,D1,P,M1,G3,S",
kamalAptapriya,,51,,,"S,R1,G3,M2,P,D1,Ṡ","Ṡ,D1,P,M2,G3,R1,S",
kamaripriya,,29,,,"S,G3,M1,D2,N3,Ṡ","Ṡ,N3,D2,M1,M1,G3,M1,R2,S",
kAmavardhini,51,NULL,Brahma,pantuvarALi,"S,R1,G3,M2,P,D1,N1,S","S,N1,D1,P,M2,G3,R1,S",
kAmbhOji,,28,,,"S,R2,G3,M1,P,D2,Ṡ","S,N2,D2,P,M1,G3,R2,S,N3,P,D2,Ṡ",N3
kanadA,,22,,,"S,R2,G2,M1,D2,N2,Ṡ","Ṡ,N2,P,M1,G2,M1,R2,S",
kanakadri,,10,,,"S,R1,G2,P,D2,Ṡ","Ṡ,N2,D2,P,M1,G2,R1,S",
kanakakusumAvali,,61,,,"S,R2,G3,M2,P,D2,Ṡ","Ṡ,D2,P,M2,G3,R2,S",
kanakAmbari,,1,,,"S,R1,M1,P,D1,Ṡ","Ṡ,N1,D1,P,M1,G1,R1,S",
kanakangi,1,NULL,Indu,,"S,R1,G1,M1,P,D1,N1,S","S,N1,D1,P,M1,G1,R1,S",
kanakasAveri,,8,,,"S,R1,M1,P,D1,Ṡ","Ṡ,N2,D1,P,M1,G2,R1,S",
kanakatODi,,1,,,"S,R1,G1,M1,P,D1,Ṡ","Ṡ,N1,D1,P,M1,R1,S",
kanakavasantam,,20,,,"S,G2,M1,P,N2,D1,Ṡ","Ṡ,N2,D1,P,M1,G2,R2,S",
kananapriya,,63,,,"S,R2,G3,M2,P,M2,D1,N3,Ṡ","Ṡ,D1,N3,P,M2,G3,R2,S",
kanchanabhauli,,43,,,"S,G2,M2,P,D1,Ṡ","Ṡ,N1,D1,P,M1,G2,R1,S",
kanchanAvati,,44,,,"S,R1,G2,M2,P,N2,Ṡ","Ṡ,N2,P,M2,G2,R1,S",
kannaDa,,29,,,"S,R2,G3,M1,P,M1,D2,N3,Ṡ","Ṡ,N3,S,D2,P,M1,G3,M1,G3,M1,R2,S",
kannaDabangAla,,15,,,"S,R1,M1,G3,M1,D1,P,D1,Ṡ","Ṡ,D1,P,M1,G3,R1,S",
kannaDagauLa,,22,,,"S,R2,G2,M1,P,N2,Ṡ","Ṡ,N2,D2,P,M1,G2,S",
kannaDamaruva,,65,,,"S,G3,M2,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M2,G3,S",
kAntAmaNi,61,NULL,Rudra,,"S,R2,G3,M2,P,D3,N3,S","S,N3,D3,P,M2,G3,R2,S",
KApi nArAyaNi,,28,,,"S,R2,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G3,R2,S",
kApi,,22,,,"S,R2,M1,P,N3,Ṡ","Ṡ,N2,D2,N2,P,M1,G2,R2,S","G3,D1,N3"
kApijingala,,22,,,"S,N2,S,R2,G2,M1","M1,G2,R2,S,N2,D2,N2,S",
karmukhAvati,,59,,,"S,R2,G2,M2,D2,N3,Ṡ","Ṡ,N3,D2,M2,G2,R2,S",
karnaranjani,,22,,,"S,R2,G2,M1,G2,P,D2,Ṡ","Ṡ,N2,D2,P,M1,G2,R2,S",
karNATaka behAg,,28,,,"S,R2,G3,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,N2,P,D2,M1,G3,R2,S",
karNATaka dEvagAndhAri,,22,,,"S,G2,M1,P,N2,Ṡ","Ṡ,N2,D2,P,M1,G2,R2,S",
karNATaka kApi,,22,,,"S,R2,G2,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G2,R2,S",
karNATaka khamAs,,28,,,"S,G3,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G3,S",
karNATaka sAranga,,15,,,"S,R1,G3,M1,P,D1,N3,Ṡ","Ṡ,N3,D1,P,M1,R1,S",
karNATaka Suddha sAvEri,,1,,,"S,R1,M1,P,D1,Ṡ","Ṡ,D1,P,M1,R1,S",
karpUra Bharani,,59,,,"S,R2,G2,P,M2,P,D2,Ṡ","Ṡ,D2,P,M2,P,G2,R2,S",
karunAkari,,63,,,"S,M2,P,D1,N3,D1,Ṡ","Ṡ,N3,D1,P,M2,S",
karunAmritavarshini,,39,,,"S,R1,G1,M2,P,D1,N3,P,Ṡ","Ṡ,N3,D1,M2,G1,R1,S",
kAshirAmakriyA,,51,,,"S,G3,R1,G3,M2,P,D1,N3,Ṡ","Ṡ,N3,D1,P,M1,G3,R1,S",
kAtyAyani,,20,,,"S,R2,G2,P,D1,Ṡ","Ṡ,D1,P,G2,R2,S",
kaumAri,,11,,,"S,R1,G2,M1,P,D2,Ṡ","Ṡ,N3,D2,P,M1,G2,R1,S",
kaumoda,,65,,,"S,R2,G3,M2,N3,Ṡ","Ṡ,N3,P,M2,G3,S",
kaumodaki,,22,,,"S,R2,G2,M1,P,D2,N2,Ṡ","Ṡ,D2,P,G2,S",
kaushika,,22,,,"S,G2,M1,D2,N2,Ṡ","Ṡ,N2,D2,M1,G2,M1,R2,S",
kedAr {Hindustani},,65,,,"S,*M1(G3)P,D2,N3,Ṡ","Ṡ,N3,D2,P,M2,P,*M1,S,R2,S",M1
kEdAragauLa,,28,,,"S,R2,M1,P,N2,Ṡ","Ṡ,N2,D2,P,M1,G3,R2,S",
kedaram,,29,,,"S,M1,G3,M1,P,N3,Ṡ","Ṡ,N3,P,M1,G3,R2,S",
kEsari,,25,,,"S,R2,G3,M1,P,M1,D1,P,D1,Ṡ","Ṡ,D1,N1,D1,P,M1,G2,R2,S",
keSavapriya,,28,,,"S,R2,S,M1,P,D2,N2,Ṡ","Ṡ,N2,S,P,M1,G3,R2,S",
khamAj {Hindustani},,28,,,"S,G3,M1,P,D2,N3,Ṡ","Ṡ,N2,D2,P,M1,G3,R2,S",N3
khamAs,,28,,,"S,M1,G3,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G3,R2,S",N3
kharaharapriya,22,NULL,Veda,,"S,R2,G2,M1,P,D2,N2,S","S,N2,D2,P,M1,G2,R2,S",
kiraNAvaLi,,21,,,"S,R2,G2,M1,P,D1,N3,Ṡ","Ṡ,P,M1,G2,R2,S",
kIravANi,21,NULL,Veda,,"S,R2,G2,M1,P,D1,N3,S","S,N3,D1,P,M1,G2,R2,S",
kOkila,,16,,,"S,R1,G3,M1,D2,N2,Ṡ","Ṡ,N2,D2,M1,G3,R1,S",
kOkilabhAshani,,29,,,"S,R2,G3,M1,P,D2,N3,Ṡ","Ṡ,N3,P,M1,G3,M1,R2,S",
kOkiladhvani,,28,,,"S,R2,G3,M1,D2,N2,D2,Ṡ","Ṡ,N2,D2,N2,P,M1,G3,R2,S",
kOkilanandi,,56,,,"S,G2,M2,D1,N2,Ṡ","Ṡ,N2,D1,P,M2,G2,S",
kOkilapancamam,,39,,,"S,G1,R1,G1,P,D1,N3,Ṡ","Ṡ,N3,D1,P,M2,G1,R1,S",
kOkilapriya,11,NULL,Netra,,"S,R1,G2,M1,P,D2,N3,S","S,N3,D2,P,M1,G2,R1,S",
kOkilAravam,,11,,,"S,R1,M1,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M1,G2,R2,S",
kOkilavarALi,,28,,,"S,R2,M1,P,D2,Ṡ","Ṡ,N2,D2,M1,P,M1,G3,R2,G3,S",
kolahalam,,29,,,"S,P,M1,G3,M1,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M1,G3,R2,S",
koSalam,71,NULL,Aditya,,"S,R3,G3,M2,P,D2,N3,S","S,N3,D2,P,M2,G3,R3,S",
kshaNika,,20,,,"S,G2,M1,P,D1,Ṡ","Ṡ,D1,P,M1,G2,S",
kshEmakari,,57,,,"S,R2,M2,D2,N2,Ṡ","Ṡ,N2,D2,M2,R2,S",
kumbhiNi,,41,,,"S,G1,R1,G1,M2,P,N3,D2,N3,Ṡ","Ṡ,N3,D2,P,M2,G1,R1,S",
kumudhacandrika,,45,,,"S,G2,M2,D1,Ṡ","Ṡ,N3,D1,M2,G2,R1,S",
kumudhakriyA,,51,,,"S,R1,G3,M2,D1,Ṡ","Ṡ,N3,D1,M2,G3,R1,S",
kunjari,,5,,,"S,R1,M1,P,D2,P,Ṡ","Ṡ,N3,D2,P,M1,G1,R1,S",
kuntalam,,61,,,"S,R2,G3,M2,P,D1,Ṡ","Ṡ,N1,D1,P,M2,G3,R2,S",
kuntalaSrIkAnti,,65,,,"S,G3,M2,P,D2,N3,Ṡ","Ṡ,N3,P,M2,G3,R2,S",
kuntalavarALi,,28,,,"S,M1,P,D2,N2,D2,Ṡ","Ṡ,N2,D2,P,M1,S",
kurinji,,29,,,"S,N3,S,R2,G3,M1,P,D2","D2,P,M1,G3,R2,S,N3,S",
kusumAkaram,,71,,,"S,R3,G3,M2,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M2,G3,R3,S",
kusumamAruta,,17,,,"S,M1,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M1,G3,R1,G3,M1,S",
kusumAvali,,21,,,"S,G2,M1,P,D1,Ṡ","Ṡ,N3,D1,P,M1,G2,M1,R1,S",
kusumavicitra,,29,,,"S,G3,R2,G3,M1,P,N3,P,D2,N3,Ṡ","Ṡ,D2,N3,D2,M1,G3,P,M1,G3,R2,S",
kutuhala,,29,,,"S,R2,M1,N3,D2,P,N3,Ṡ","Ṡ,N3,D2,P,M1,G3,R2,S",
kuvalayabharaNam,,14,,,"S,R1,G3,M1,D1,N1,Ṡ","Ṡ,N1,D1,M1,G3,R1,S",
lahari,,29,,,"S,R2,G3,P,D2,Ṡ","Ṡ,D2,P,M1,G3,R2,S",
lalitA,,15,,,"S,R1,G3,M1,D1,N3,Ṡ","Ṡ,N3,D1,M1,G3,R1,S",
lalitabhairavi,,19,,,"S,G2,M1,P,D1,Ṡ","Ṡ,N1,D1,P,M1,G2,R2,S",
lalitagAndharva,,30,,,"S,R2,G3,M1,P,D3,N3,Ṡ","Ṡ,N3,P,G3,R2,S",
lalitAmanOhari,,22,,,"S,G2,M1,P,D2,N2,Ṡ","Ṡ,N2,P,M1,G2,R2,S",
lalitAngi,,63,,,"S,R2,G3,M2,D1,N3,Ṡ","Ṡ,N3,D1,M2,G3,R2,S",
lalitapancamam,,15,,,"S,R1,G3,M1,D1,N3,Ṡ","Ṡ,N3,D1,M1,P,M1,G3,R1,S",
lalitasimharavam,,59,,,"S,R2,G2,M2,P,Ṡ","Ṡ,N3,P,M2,G2,R2,S",
latAngi,63,NULL,Rudra,,"S,R2,G3,M2,P,D1,N2,S","S,N2,D1,P,M2,G3,R2,S",
latAntapriya,,1,,,"S,R1,G1,M1,P,D1,Ṡ","Ṡ,D1,P,M1,R1,S",
lavangi,,1,,,"S,R1,M1,D1,Ṡ","Ṡ,D1,M1,R1,S",
lavantika,,23,,,"S,R2,M1,P,N3,Ṡ","Ṡ,N3,P,M1,R2,S",
lOkaranjani,,52,,,"S,G3,M2,P,M2,D2,N2,Ṡ","Ṡ,N2,D2,N2,P,M2,G3,R1,S",
mAdhavamanOhari,,22,,,"S,R2,G2,M1,P,N2,D2,N2,Ṡ","Ṡ,N2,D2,M1,G2,R2,S",
mAdhavapriya,,1,,,"S,R1,G1,P,D1,N1,Ṡ","Ṡ,N1,D1,P,G1,R1,S",
mAdhavi,,21,,,"S,M1,G2,M1,P,D1,N3,Ṡ","Ṡ,N3,D1,P,M1,S,M1,G2,R1,S",
madhukauns,,57,,,"S,G2,M2,P,N2,P,Ṡ","Ṡ,N2,P,M2,G2,S",
madhulika,,27,,,"S,R2,G3,M1,N3,Ṡ","Ṡ,N3,M1,G3,R2,S",
madhurakokila,,28,,,"S,R2,G3,D2,N2,Ṡ","Ṡ,N2,D2,G3,R2,S",
madhuvanti,,59,,,"S,G2,M2,P,N3,Ṡ","Ṡ,N3,D2,P,M2,G2,R2,S",
madhyamarAvali,,22,,,"S,R2,G2,P,D2,N2,Ṡ","Ṡ,N2,D2,P,G2,R2,S",
madhyamAvati,,22,,,"S,R2,M1,P,N2,Ṡ","Ṡ,N2,P,M1,R2,S",
maghati,,34,,,"S,R3,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,R3,S",
mahAnandi,,22,,,"S,R2,G2,P,D2,Ṡ","Ṡ,D2,P,G2,R2,S",
mahAnandini,,45,,,"S,M2,G2,M2,P,D1,N3,Ṡ","Ṡ,D1,N3,D1,P,M2,G2,R1,S",
mahati,,20,,,"S,G2,P,D1,N2,Ṡ","Ṡ,N2,P,G2,R2,S",
mahati,,28,,,"S,G3,P,N2,Ṡ","Ṡ,N2,P,G3,S",
mahati,,43,,,"S,G2,M2,P,D1,N1,Ṡ","Ṡ,N1,D1,P,M2,G2,S",
mahuri,,28,,,"S,R2,M1,G3,R2,G3,P,D2,Ṡ","Ṡ,N2,D2,P,M1,G3,R2,S,R2,G3,R2,S",
malahari,,15,,,"S,R1,M1,P,D1,Ṡ","Ṡ,D1,P,M1,G3,R1,S",
mAlavakurinji,,15,,,"S,G3,P,D1,N3,Ṡ","Ṡ,N3,D1,M1,R1,S",
mAlavapancamam,,15,,,"S,R1,G3,M1,P,N3,Ṡ","Ṡ,N3,D1,P,M1,G3,R1,S",
mAlavasri,,22,,,"S,G2,M1,P,N2,D2,N2,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G2,R2,S",
mAlavi,,28,,,"S,R2,G3,M1,P,N2,M1,D2,N2,Ṡ","Ṡ,N2,D2,N2,P,M1,G3,M1,R2,S",
malayamArutam,,16,,,"S,R1,G3,P,D2,N2,Ṡ","Ṡ,N2,D2,P,G3,R1,S",
mallikavasantam,,15,,,"S,G3,M1,P,N3,Ṡ","Ṡ,N3,D1,P,M1,G3,R1,S",
mAnavati,5,NULL,Indu,,"S,R1,G1,M1,P,D2,N3,S","S,N3,D2,P,M1,G1,R1,S",
mAnd {Hindustani},,29,,,"S,G3,M1,D2,N3,Ṡ","Ṡ,N3,D2,P,M1,G3,R2,S","R1,G2,M2,D1,N2"
mandAmari,,22,,,"S,R2,M1,P,D2,Ṡ","Ṡ,N2,S,D2,P,M1,G2,R2,S",
mandAri,,51,,,"S,R1,G3,M2,P,N3,Ṡ","Ṡ,N3,P,M2,G3,R1,S",
mangalakaishiki,,15,,,"S,R1,M1,G3,D1,P,Ṡ","Ṡ,N3,D1,P,M1,G3,R1,S",
mangalakari,,64,,,"S,R2,P,M2,P,D2,N2,Ṡ","Ṡ,N2,D2,P,G3,R2,S",
mangalAvati,,22,,,"S,R2,M1,P,D2,Ṡ","Ṡ,D2,P,M1,G2,R2,S",
manirangu,,22,,,"S,R2,M1,P,N2,Ṡ","Ṡ,N2,P,M1,G2,R2,S",
manjari,,22,,,"S,G2,R2,G2,M1,P,N2,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G2,R2,S",
mAnji,,20,,,"S,R2,G2,M1,P,D2,N2,Ṡ","Ṡ,N2,D1,P,M1,P,M1,P,G2,R2,S",
manjupriya,,28,,,"S,G3,M1,P,N2,Ṡ","Ṡ,N2,D2,P,G3,R2,S",
manOharam,,28,,,"S,R2,G3,M1,D2,N2,Ṡ","Ṡ,N2,P,M1,R2,S",
manOhari,,22,,,"S,G2,R2,G2,M1,P,D2,Ṡ","Ṡ,D2,P,M1,G2,R2,S",
manolayam,,15,,,"S,R1,M1,P,D1,Ṡ","Ṡ,N3,D1,P,M1,R1,S",
manOrama,,22,,,"S,R2,G2,M1,P,D1,P,Ṡ","Ṡ,N2,D1,P,M1,G2,R2,S",
manOranjani,,5,,,"S,R1,M1,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M1,G1,R1,S",
marakatagauLa,,70,,,"S,R3,M2,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M2,G3,R3,S",
mAraranjani,25,NULL,Bana,,"S,R2,G3,M1,P,D1,N3,S","S,N3,D1,P,M1,G3,R2,S",
mAravi,,26,,,"S,G3,M1,P,N2,Ṡ","Ṡ,N2,D1,P,M1,G3,R2,S",
mArgadeSi,,15,,,"S,R1,G3,R1,G3,D1,M1,P,D1,Ṡ","Ṡ,D1,P,M1,G3,R1,S",
mArgahindOLaM,,20,,,"S,R2,G2,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G2,S",
mAruti,,51,,,"S,R1,M2,P,N3,Ṡ","Ṡ,N3,D1,P,M2,G3,R1,S",
maruva,,15,,,"S,G3,M1,D1,N3,Ṡ","Ṡ,N3,D1,P,G3,M1,G3,R1,S,R1,G3,R1,S",
maruvadhanyAsi,,22,,,"S,G2,M1,P,D2,Ṡ","Ṡ,N2,D2,P,M1,D2,M1,G2,R2,S",
mAtangakAmini,,10,,,"S,G2,M1,P,D1,N2,Ṡ","Ṡ,N2,D1,P,M1,G2,S",
mattakokila,,28,,,"S,R2,P,D2,N2,D2,Ṡ","Ṡ,D2,N2,D2,P,R2,S",
mAyadravila,,29,,,"S,R2,G3,M1,P,D2,N3,Ṡ","Ṡ,N2,P,M1,P,G3,M1,R2,S",
mAyamALavagauLa,15,NULL,Agni,,"S,R1,G3,M1,P,D1,N3,S","S,N3,D1,P,M1,G3,R1,S",
mAyapradIptam,,22,,,"S,M1,G2,M1,P,D2,N2,Ṡ","Ṡ,D2,P,M1,G2,R2,S",
mecchakaLyaNi,65,NULL,Rudra,,"S,R2,G3,M2,P,D2,N2,S","S,N2,D2,P,M2,G3,R2,S",
mechabhauli,,15,,,"S,R1,G3,P,D1,Ṡ","Ṡ,N3,D1,P,M1,G3,R1,S",
mechagAndhAri,,43,,,"S,R3,G3,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,N2,P,M1,G3,M1,R3,S",
mechakAngi,,53,,,"S,R1,G3,M2,P,D2,P,N3,Ṡ","Ṡ,N3,P,D2,P,M2,G3,R1,S",
mEgha,,1,,,"S,R1,M1,P,D1,N1,D1,P,Ṡ","Ṡ,N1,D1,P,M1,R1,S",
mEghana,,28,,,"S,M1,G3,M1,P,D2,Ṡ","Ṡ,N2,D2,M1,G3,S",
mEgharanjani,,15,,,"S,R1,G3,M1,N3,Ṡ","Ṡ,N3,M1,G3,R1,S",
mEghasyAmala,,52,,,"S,G3,M2,P,D2,N2,D2,P,Ṡ","Ṡ,N2,D2,P,M2,G3,R1,S",
miSramanOlayam,,21,,,"S,R2,M1,P,D1,Ṡ","Ṡ,D2,D1,P,M1,R2,S",
miSraSivaranjani,,22,,,"S,R2,G2,P,D2,Ṡ","Ṡ,D2,P,G2,R2,S","R1,G3,M1,M2,D1,N2,N3"
mOhanadhvani,,29,,,"S,R2,G3,P,D2,Ṡ","Ṡ,N3,P,D2,P,G3,R2,S",
mOhanakaLyANi,,65,,,"S,R2,G3,P,D2,Ṡ","Ṡ,N3,D2,P,M2,G3,R2,S",
mOhanam,,28,,,"S,R2,G3,P,D2,Ṡ","Ṡ,D2,P,G3,R2,S",
mOhananAta,,9,,,"S,G2,M1,P,D1,P,M1,P,N3,Ṡ","Ṡ,N3,P,D1,P,M1,G2,S",
mOhanAngi,,34,,,"S,R3,G3,P,D2,Ṡ","Ṡ,D2,P,G3,P,D2,P,G3,R3,S",
mOharanjani,,59,,,"S,R2,G2,P,D2,Ṡ","Ṡ,N3,D2,M2,G2,S",
mrgAnandhana,,65,,,"S,R2,G3,D2,N3,Ṡ","Ṡ,N3,D2,M2,D2,G3,R2,S",
mukhAri,,22,,,"S,R2,M1,P,N2,D2,Ṡ","Ṡ,N2,D1,P,M1,G2,R2,S",D1
mukthAngi,,16,,,"S,R1,G3,M1,P,D2,N2,Ṡ","Ṡ,D2,N2,P,M1,G3,R1,S",
mukthidAyini,,64,,,"S,G3,M2,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M2,G3,S",
mukundamAlini,,16,,,"S,R1,G2,P,D2,Ṡ","Ṡ,D2,P,G2,R1,S",
multAni {Hindustani},,45,,,"S,G2,M2,P,N3,Ṡ","Ṡ,N3,D1,P,M2,G2,R1,S",
muraLi,,34,,,"S,R3,G3,M1,D2,N2,Ṡ","Ṡ,N2,D2,M1,G3,R3,S",
nabhomani,,40,,,"S,G1,R1,G1,M2,P,Ṡ","Ṡ,N2,D2,P,M2,G1,R1,S",
nAdabrahma,,64,,,"S,P,M2,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M2,G3,S",
nAdacintAmaNi,,22,,,"S,R2,G2,M1,N2,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G2,R2,S",
nadanamakriya,,15,,,"S,R1,G3,M1,P,D1,N3","N3,D1,P,M1,G3,R1,S,N3",
nAdaranjani,,3,,,"S,R1,M1,D1,N3,Ṡ","Ṡ,N3,D1,M1,G1,R1,S",
nAdatArangini,,22,,,"S,P,M1,R2,G2,Ṡ","Ṡ,P,N2,D2,P,M1,G2,R2,G2,S",
nAdavalli,,28,,,"S,R2,M1,D2,N2,Ṡ","Ṡ,N2,D2,M1,R2,S",
nAdavarangini,,22,,,"S,P,M1,N2,D2,N2,Ṡ","Ṡ,P,N2,D2,P,M1,G2,R2,G2,S",
nAgabharaNam,,30,,,"S,R2,G2,M1,P,D3,N3,Ṡ","Ṡ,N3,D3,P,M1,G2,R2,S",
nAgabhUshaNi,,29,,,"S,R2,M1,P,D2,N3,Ṡ","Ṡ,D2,P,M1,R2,S",
nAgacUDAmaNi,,17,,,"S,R1,G3,M1,P,D2,Ṡ","Ṡ,D2,N2,D2,P,M1,G3,M1,R2,S",
nAgadhvani,,29,,,"S,R2,S,M1,G3,M1,P,N3,D2,N3,Ṡ","Ṡ,N3,D2,N3,P,M1,G3,S",
nAgagAndhAri,,20,,,"S,R2,M1,G2,M1,P,D1,N2,Ṡ","Ṡ,N2,D1,P,M1,G2,R2,S",
nAgagiri,,72,,,"S,G3,M2,P,D2,P,Ṡ","Ṡ,D2,P,M2,G3,S",
nAganandini,30,NULL,Bana,,"S,R2,G3,M1,P,D1,N2,S","S,N2,D1,P,M1,G3,R2,S",
nAgari,,22,,,"S,R2,M1,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G2,S",
nAgasvarAvali,,28,,,"S,G3,M1,P,D2,Ṡ","Ṡ,D2,P,M1,G3,S",
nAgavalli,,22,,,"S,R2,M1,D2,N2,Ṡ","Ṡ,N2,D2,M1,R2,S",
nAgavarALi,,8,,,"S,R1,G2,M1,P,M1,D1,N2,Ṡ","Ṡ,N2,D1,P,M1,G2,R1,S",
nalinakAnti,,27,,,"S,G3,R2,M1,P,N3,Ṡ","Ṡ,N3,P,M1,G3,R2,S",
nAmadeshi,,50,,,"S,R1,G3,M2,P,D1,N2,Ṡ","Ṡ,N2,D1,P,M2,G3,R1,S",
namanArAyaNi,50,NULL,Brahma,,"S,R1,G3,M2,P,D3,N3,S","S,N3,D3,P,M2,G3,R1,S",
nAndhakaLyANi,,65,,,"S,G3,M2,D2,N3,Ṡ","Ṡ,N3,D2,M2,G3,M2,R2,S",
narani,,28,,,"S,R2,M1,P,D2,Ṡ","Ṡ,N2,D2,P,M1,R2,S",
nArAyanadeshAkshi,,29,,,"S,R2,M1,G3,R2,G3,M1,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M1,G3,R2,S",
nArAyanagauLa,,28,,,"S,R2,M1,P,N2,D2,N2,Ṡ","Ṡ,N2,D2,P,M1,G3,R2,G3,S",
nArAyaNi,,28,,,"S,R2,M1,P,D2,Ṡ","Ṡ,N2,D2,P,M1,R2,S",
